image_filename,class,x1,y1,x2,y2
rpa_bb_25C_6_dpf_fert_04_24_20260219.png,Polyp,500,884,515,904
rpa_bb_25C_6_dpf_fert_04_24_20260219.png,Polyp,160,526,176,548
rpa_bb_25C_6_dpf_fert_04_24_20260219.png,Polyp,374,572,385,590
rpa_bb_25C_6_dpf_fert_04_24_20260219.png,Planula,788,679,797,695
rpa_bb_25C_6_dpf_fert_04_24_20260219.png,Polyp,556,594,572,613
rpa_bb_25C_6_dpf_fert_04_24_20260219.png,Polyp,907,499,919,514
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Planula,145,555,157,567
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,309,117,323,132
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Planula,446,911,457,923
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,75,541,88,561
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,556,593,572,613
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Planula,612,255,624,266
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,465,469,486,488
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,474,749,489,758
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,500,883,516,903
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,777,784,794,798
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,160,525,177,547
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,327,137,343,146
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Planula,346,209,359,222
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Planula,853,608,862,618
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Planula,788,220,800,233
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,751,771,773,780
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,908,498,920,514
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,219,795,249,818
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Polyp,373,573,387,590
rpa_bb_25C_6_dpf_fert_04_24_20260066.png,Planula,691,835,704,849
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Planula,612,255,624,266
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,373,572,387,590
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Planula,346,209,357,222
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,777,785,794,798
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,76,542,88,561
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Planula,146,555,157,567
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,309,118,323,132
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,751,770,773,779
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Planula,788,220,800,233
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Planula,446,911,457,923
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,220,795,248,817
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,465,469,486,488
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,160,525,177,547
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Planula,852,606,861,617
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,500,884,516,904
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,474,749,490,759
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,556,593,572,613
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Planula,705,817,718,830
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,908,499,919,514
rpa_bb_25C_6_dpf_fert_04_24_20260082.png,Polyp,326,136,343,146
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Planula,612,255,624,266
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,76,542,87,561
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,373,572,387,590
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,778,784,794,798
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Planula,347,209,357,223
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,309,118,323,132
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,465,469,486,488
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,751,771,773,780
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Planula,788,220,800,233
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Planula,146,555,157,567
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,219,795,248,818
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Planula,446,911,457,923
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Planula,851,605,860,616
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,160,525,176,547
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,500,884,516,904
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,326,136,343,146
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,474,749,489,759
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,556,593,572,613
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Planula,712,811,724,822
rpa_bb_25C_6_dpf_fert_04_24_20260090.png,Polyp,907,499,919,514
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,76,542,88,562
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Planula,612,256,623,267
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,220,795,248,818
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,326,136,343,146
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Planula,146,555,157,567
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,309,118,323,132
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,777,785,794,798
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,751,771,773,780
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,465,469,487,489
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Planula,349,214,361,225
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Planula,849,603,857,613
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Planula,789,219,800,232
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,500,884,516,905
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Planula,446,912,457,922
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,374,572,385,590
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,474,749,490,758
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Planula,791,659,800,676
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,556,593,572,613
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,908,499,919,514
rpa_bb_25C_6_dpf_fert_04_24_20260229.png,Polyp,160,526,176,547
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,556,594,572,613
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Planula,612,255,624,266
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,75,541,88,561
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Planula,145,554,157,567
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Planula,446,911,457,923
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,777,785,794,798
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,308,117,323,132
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,326,137,343,146
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Planula,788,220,800,233
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,475,749,490,759
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,465,469,486,488
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,751,771,773,780
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,500,883,516,903
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,908,498,920,514
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Planula,853,607,861,617
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Planula,346,208,358,222
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Planula,701,823,713,836
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,160,526,177,548
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,373,573,387,590
rpa_bb_25C_6_dpf_fert_04_24_20260076.png,Polyp,222,795,248,815
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Planula,145,555,157,567
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,309,117,324,132
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Planula,612,255,624,266
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,556,593,572,613
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Planula,446,911,457,923
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,326,137,343,146
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,777,785,794,798
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,465,469,486,488
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,75,541,88,561
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,475,749,490,758
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,500,883,516,903
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,751,771,773,780
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,908,498,920,514
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Planula,788,220,800,233
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Planula,853,607,862,617
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Planula,346,209,358,222
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,221,795,248,817
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,161,526,177,548
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Polyp,373,573,387,590
rpa_bb_25C_6_dpf_fert_04_24_20260070.png,Planula,694,829,708,844
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Planula,145,554,157,567
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Planula,612,255,624,266
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,308,117,323,132
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,327,137,343,146
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,556,593,572,613
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Planula,854,608,862,618
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Planula,446,911,457,923
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,475,749,490,758
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Planula,345,209,359,222
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,500,883,516,904
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,777,785,794,798
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,751,771,774,780
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,465,469,486,488
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,75,541,88,561
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Planula,788,220,800,233
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,908,498,920,514
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,220,795,249,818
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,161,525,177,547
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Polyp,373,573,387,590
rpa_bb_25C_6_dpf_fert_04_24_20260064.png,Planula,689,839,701,852
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Planula,612,255,624,266
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Planula,145,555,157,567
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Planula,446,911,457,923
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,309,117,323,132
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,326,137,343,146
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,474,749,489,758
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,777,784,794,798
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,75,541,88,561
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,556,593,572,613
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Planula,854,608,862,618
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,500,883,516,903
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Planula,788,220,800,233
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,751,770,773,779
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Planula,346,209,359,222
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,465,469,486,488
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,908,498,920,514
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,220,795,248,818
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,161,525,177,547
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Polyp,373,573,387,590
rpa_bb_25C_6_dpf_fert_04_24_20260065.png,Planula,690,837,702,850
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Planula,146,555,157,567
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,326,136,343,146
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,76,542,88,561
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,220,795,249,817
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,309,118,323,132
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Planula,612,256,623,268
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,751,770,773,779
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,778,785,794,798
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,465,469,487,489
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Planula,850,604,857,614
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Planula,788,219,800,233
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Planula,349,214,361,225
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,474,749,490,759
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,374,572,385,589
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,500,884,516,905
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Planula,791,646,800,662
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,160,526,176,548
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,556,593,573,613
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Polyp,907,499,919,514
rpa_bb_25C_6_dpf_fert_04_24_20260236.png,Planula,448,912,457,923
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Planula,612,255,624,266
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Planula,145,554,157,567
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Polyp,556,593,573,613
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Polyp,309,117,323,132
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Planula,446,911,457,923
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Polyp,75,541,88,562
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Polyp,474,749,489,758
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Polyp,777,785,794,798
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Polyp,326,137,343,146
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Planula,788,220,800,233
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Polyp,751,771,773,780
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Polyp,465,469,486,488
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Polyp,500,883,516,903
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Planula,852,606,861,616
rpa_bb_25C_6_dpf_fert_04_24_20260078.png,Planula,703,821,714,833
