filename,width,height,class,xmin,ymin,xmax,ymax
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Polyp,311,178,322,202
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Polyp,451,245,470,269
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Polyp,284,829,302,843
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Polyp,429,624,447,636
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Planula,756,259,766,269
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Planula,389,256,399,266
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Polyp,214,771,224,790
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Planula,375,535,386,546
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Planula,325,200,335,210
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,557,266,568,277
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,636,311,647,322
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,511,386,522,397
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,433,304,444,314
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,151,391,160,403
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,134,743,145,753
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,677,763,689,773
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,128,395,137,406
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,820,388,833,398
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,601,217,612,228
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,405,202,415,212
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,490,624,501,634
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,758,758,770,769
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,793,301,805,313
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,136,306,147,319
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,501,101,511,113
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,712,527,724,540
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,443,410,455,421
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,801,375,812,385
rpa_aa_25C_3_dpf_fert_04_24_20261075_png.rf.xRUlL0hY4fOX0UxEtmBc.png,1040,1050,Planula,488,957,501,969
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,629,294,640,305
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,553,275,564,286
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,432,285,443,295
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,168,636,177,647
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,518,384,529,396
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,674,748,685,760
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,429,213,439,224
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,442,410,455,422
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,94,661,104,671
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,342,763,354,775
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,601,216,611,228
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,710,519,721,532
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,352,810,364,820
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,780,345,792,356
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,491,623,501,634
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,357,144,372,154
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,788,288,799,298
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,758,803,770,813
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,534,98,548,110
rpa_aa_25C_3_dpf_fert_04_24_20261208_png.rf.DPvHnZ2Hb8o5BBUuiLxz.png,1040,1050,Planula,910,394,921,408
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,637,294,648,304
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,428,282,438,292
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,553,274,564,285
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,165,624,176,636
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,784,343,796,354
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,514,389,525,400
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,424,221,434,232
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,338,802,349,812
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,94,647,104,658
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,442,410,455,422
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,601,216,611,228
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,677,745,689,757
rpa_aa_25C_3_dpf_fert_04_24_20261199_png.rf.yCAtnKDJC8afcMbTdswn.png,1040,1050,Planula,792,291,803,302
